0;na
1;mul
2;bg
3;ca
4;cs
5;da
6;de
7;el
8;en
9;es
10;et
11;fi
12;fr
13;ga
14;he
15;hr
16;hu
17;is
18;it
19;lt
20;lv
21;nl
22;no
23;pl
24;pt
25;ro
26;ru
27;sk
28;sl
29;sr
30;sv
31;tr
32;uk
33;ar
34;bs
35;mk
36;mt
37;sq
38;gd
39;cy
